Age,Height_cm,Weight_kg,BMI,Sport_Type,Level,Goal,Training_Days_Per_Week,Years_Training,Has_Injury_History,Endurance_Score,Strength_Score,Speed_Score,Flexibility_Score,Explosiveness_Score,Recovery_Score,Recommended_Program_ID
23,177,81,25.9,MMA,Advanced,Endurance,5,4.7,0,7,10,6,7,7,7,PRG_MMA_PEAK_PERFORMANCE
18,189,64,17.9,MMA,Intermediate,Endurance,5,1.2,0,5,7,6,4,8,8,PRG_MMA_GENERAL_CONDITIONING
17,182,62,18.7,Swimming,Intermediate,Endurance,3,6.4,0,9,2,8,7,6,8,PRG_SW_DISTANCE_ELITE
15,186,77,22.3,Swimming,Beginner,Endurance,3,1.1,0,8,3,5,5,4,10,PRG_SW_TECHNIQUE_AND_BASE
19,183,82,24.5,Football,Advanced,Weight_Loss,5,6.9,0,8,6,10,8,7,5,PRG_FB_EXPLOSIVE_ATHLETE
15,181,69,21.1,Swimming,Advanced,Speed,5,8.0,0,10,6,9,7,7,7,PRG_SW_SPRINT_POWER
16,169,71,24.9,Boxing,Intermediate,Weight_Loss,5,2.9,0,9,8,8,8,8,6,PRG_BOX_KNOCKOUT_POWER
21,168,65,23.0,General Fitness,Advanced,Weight_Loss,5,6.3,1,6,6,10,8,8,5,PRG_FIT_FAT_LOSS_HIIT
25,166,71,25.8,MMA,Intermediate,Weight_Loss,3,3.5,0,4,7,8,6,7,8,PRG_MMA_SPEED_AGILITY
24,174,67,22.1,Boxing,Intermediate,Agility,6,2.5,0,5,5,7,5,8,6,PRG_BOX_GENERAL_COMBAT_FITNESS
19,171,60,20.5,Track & Field,Beginner,Muscle_Gain,2,2.5,0,9,5,6,6,4,8,PRG_TF_RUNNING_MECHANICS
23,170,71,24.6,Track & Field,Intermediate,Speed,4,3.0,0,6,4,8,3,7,8,PRG_TF_SPRINT_ELITE
26,180,93,28.7,General Fitness,Beginner,Weight_Loss,3,1.9,1,5,5,4,6,4,9,PRG_FIT_FAT_LOSS_HIIT
20,187,67,19.2,Tennis,Beginner,Agility,2,1.5,0,2,6,5,3,4,7,PRG_TN_MOVEMENT_FOUNDATIONS
19,184,81,23.9,Football,Beginner,Speed,2,2.4,0,5,4,6,3,5,8,PRG_FB_ATHLETIC_DEVELOPMENT
23,180,83,25.6,Football,Advanced,Endurance,5,7.3,0,7,7,10,6,10,8,PRG_FB_EXPLOSIVE_ATHLETE
33,179,68,21.2,Tennis,Intermediate,Speed,3,4.8,1,6,4,8,6,5,8,PRG_TN_SHOULDER_ELBOW_PREHAB
39,172,100,33.8,General Fitness,Intermediate,Strength,3,4.4,1,6,9,6,3,6,8,PRG_FIT_FAT_LOSS_HIIT
19,181,68,20.8,Boxing,Intermediate,Speed,4,2.1,1,6,6,8,7,5,7,PRG_BOX_REHAB_CONDITIONING
18,172,65,22.0,Swimming,Intermediate,Muscle_Gain,3,3.7,0,7,4,6,7,6,7,PRG_SW_DRY_LAND_STRENGTH
36,171,78,26.7,General Fitness,Beginner,Endurance,3,0.1,0,4,5,4,3,4,7,PRG_FIT_CARDIO_ENDURANCE
22,185,73,21.3,General Fitness,Intermediate,Weight_Loss,3,2.3,0,10,5,6,4,5,8,PRG_FIT_FAT_LOSS_HIIT
22,195,76,20.0,Basketball,Advanced,Agility,6,5.5,0,10,8,9,8,9,6,PRG_BB_VERTICAL_PLYOMETRICS
30,171,75,25.6,Boxing,Beginner,Endurance,2,1.0,0,4,5,6,6,7,8,PRG_BOX_FOUNDATIONS
18,198,67,17.1,Basketball,Intermediate,Strength,4,2.5,0,7,6,6,5,6,7,PRG_BB_COMPLETE_ATHLETE
26,170,74,25.6,General Fitness,Intermediate,Weight_Loss,4,5.1,0,7,6,7,8,6,9,PRG_FIT_FAT_LOSS_HIIT
29,170,59,20.4,Track & Field,Intermediate,Endurance,4,2.7,0,6,8,8,4,8,7,PRG_TF_AEROBIC_BASE
20,169,73,25.6,MMA,Beginner,Strength,2,1.9,0,1,3,8,4,6,10,PRG_MMA_BEGINNER_BASE
31,179,84,26.2,Tennis,Intermediate,Agility,4,3.0,0,6,5,8,4,3,6,PRG_TN_FOOTWORK_ELITE
15,173,68,22.7,Swimming,Advanced,Endurance,5,7.5,0,8,8,6,10,6,6,PRG_SW_DISTANCE_ELITE
20,192,91,24.7,Football,Intermediate,Muscle_Gain,4,4.3,0,4,6,9,7,6,6,PRG_FB_AEROBIC_CAPACITY
17,173,70,23.4,Swimming,Advanced,Weight_Loss,4,7.3,0,10,5,6,9,8,8,PRG_SW_RACE_CONDITIONING
18,165,66,24.2,General Fitness,Intermediate,Weight_Loss,4,3.7,0,7,7,6,7,8,8,PRG_FIT_FAT_LOSS_HIIT
27,188,75,21.2,Tennis,Beginner,Speed,2,0.5,0,5,5,8,5,5,9,PRG_TN_MOVEMENT_FOUNDATIONS
26,185,74,21.6,Tennis,Advanced,Endurance,5,7.5,0,7,8,8,9,10,8,PRG_TN_POWER_GENERATION
20,177,71,22.7,MMA,Intermediate,Muscle_Gain,4,3.5,0,5,7,7,5,8,7,PRG_MMA_SPEED_AGILITY
21,178,68,21.5,Swimming,Intermediate,Speed,4,5.1,0,6,4,8,7,8,7,PRG_SW_SPRINT_POWER
27,175,70,22.9,Boxing,Advanced,Muscle_Gain,5,6.6,1,10,5,8,10,9,6,PRG_BOX_REHAB_CONDITIONING
33,176,66,21.3,Tennis,Intermediate,Speed,3,5.3,0,5,5,5,3,5,8,PRG_TN_COMPETITION_READINESS
19,183,63,18.8,Track & Field,Beginner,Agility,2,3.0,0,4,2,6,3,8,10,PRG_TF_RUNNING_MECHANICS
35,171,101,34.5,General Fitness,Beginner,Muscle_Gain,2,0.2,0,2,5,5,1,6,8,PRG_FIT_FAT_LOSS_HIIT
25,177,67,21.4,Boxing,Advanced,Speed,5,8.6,0,8,6,9,5,8,8,PRG_BOX_KNOCKOUT_POWER
22,174,78,25.8,MMA,Beginner,Endurance,1,2.5,1,4,5,4,4,4,9,PRG_MMA_BEGINNER_BASE
32,171,69,23.6,General Fitness,Beginner,Speed,3,1.5,0,4,4,4,6,5,8,PRG_FIT_BALANCED_WELLNESS
28,183,71,21.2,Football,Advanced,Weight_Loss,6,6.2,1,7,10,10,6,9,8,PRG_FB_INJURY_PREVENTION
27,173,74,24.7,Football,Intermediate,Strength,3,2.2,0,4,9,7,5,7,5,PRG_FB_EXPLOSIVE_ATHLETE
22,176,61,19.7,Track & Field,Advanced,Speed,5,6.6,1,9,6,10,6,8,6,PRG_TF_SPRINT_ELITE
27,175,80,26.1,MMA,Beginner,Strength,2,1.4,1,5,4,5,3,6,7,PRG_MMA_BEGINNER_BASE
23,174,95,31.4,General Fitness,Beginner,Endurance,3,1.3,1,4,3,5,1,6,8,PRG_FIT_FAT_LOSS_HIIT
27,187,61,17.4,Tennis,Beginner,Speed,3,2.8,0,7,2,7,4,4,7,PRG_TN_MOVEMENT_FOUNDATIONS
23,176,77,24.9,MMA,Intermediate,Muscle_Gain,4,4.8,1,5,7,5,5,6,7,PRG_MMA_INJURY_PREVENTION
34,173,64,21.4,Track & Field,Advanced,Strength,4,7.0,0,10,7,10,5,8,7,PRG_TF_THROWS_JUMPS_POWER
15,185,61,17.8,Swimming,Intermediate,Agility,4,1.3,0,7,4,10,6,8,9,PRG_SW_DRY_LAND_STRENGTH
45,183,71,21.2,General Fitness,Beginner,Weight_Loss,4,1.0,1,2,5,3,1,4,5,PRG_FIT_FAT_LOSS_HIIT
16,180,81,25.0,Swimming,Intermediate,Endurance,4,2.6,1,8,7,7,10,6,10,PRG_SW_DISTANCE_ELITE
40,176,60,19.4,General Fitness,Intermediate,Muscle_Gain,4,3.8,1,3,2,4,6,4,7,PRG_FIT_HYPERTROPHY_BEGINNER
24,186,81,23.4,Basketball,Intermediate,Agility,4,1.9,0,4,5,7,4,4,7,PRG_BB_CHANGE_OF_DIRECTION
15,167,72,25.8,Football,Advanced,Agility,6,7.7,0,6,10,6,5,9,7,PRG_FB_STRENGTH_STAMINA
24,181,98,29.9,Football,Beginner,Muscle_Gain,3,0.7,0,4,7,6,6,8,6,PRG_FB_ATHLETIC_DEVELOPMENT
15,178,60,18.9,Swimming,Intermediate,Endurance,4,1.0,0,10,5,7,7,5,8,PRG_SW_DISTANCE_ELITE
19,187,91,26.0,Basketball,Beginner,Agility,2,0.1,0,5,4,9,7,6,9,PRG_BB_ATHLETIC_BASE
17,173,75,25.1,Swimming,Beginner,Endurance,3,0.1,0,9,6,6,4,5,8,PRG_SW_TECHNIQUE_AND_BASE
27,171,67,22.9,MMA,Beginner,Strength,2,0.9,0,2,4,3,1,5,9,PRG_MMA_BEGINNER_BASE
18,173,71,23.7,General Fitness,Intermediate,Muscle_Gain,3,4.3,0,6,7,6,6,4,7,PRG_FIT_HYPERTROPHY_INTERMEDIATE
15,189,54,15.1,Football,Intermediate,Endurance,2,3.7,0,6,7,7,4,6,9,PRG_FB_STRENGTH_STAMINA
35,165,79,29.0,Tennis,Advanced,Muscle_Gain,5,6.2,0,8,6,8,8,8,5,PRG_TN_POWER_GENERATION
15,171,57,19.5,Swimming,Intermediate,Agility,3,2.9,0,7,6,3,6,5,7,PRG_SW_RACE_CONDITIONING
15,175,72,23.5,Tennis,Beginner,Agility,3,0.7,0,6,5,7,3,4,8,PRG_TN_MOVEMENT_FOUNDATIONS
30,170,63,21.8,General Fitness,Beginner,Muscle_Gain,3,0.1,1,7,3,3,3,2,7,PRG_FIT_HYPERTROPHY_BEGINNER
19,188,72,20.4,Basketball,Intermediate,Endurance,4,3.5,0,8,4,5,6,6,8,PRG_BB_COMPLETE_ATHLETE
23,190,86,23.8,Basketball,Advanced,Agility,6,6.6,0,9,7,9,4,10,7,PRG_BB_VERTICAL_PLYOMETRICS
17,170,63,21.8,Swimming,Beginner,Speed,3,1.0,0,5,3,6,5,7,7,PRG_SW_TECHNIQUE_AND_BASE
33,165,81,29.8,General Fitness,Beginner,Muscle_Gain,2,1.7,0,6,2,6,5,2,8,PRG_FIT_HYPERTROPHY_BEGINNER
25,172,69,23.3,Track & Field,Intermediate,Endurance,3,1.3,1,9,5,8,4,5,8,PRG_TF_DISTANCE_ELITE
23,169,100,35.0,General Fitness,Beginner,Muscle_Gain,2,2.7,0,4,3,3,2,4,10,PRG_FIT_FAT_LOSS_HIIT
25,182,65,19.6,Tennis,Beginner,Strength,2,0.1,0,6,2,6,5,4,9,PRG_TN_MOVEMENT_FOUNDATIONS
24,185,65,19.0,Track & Field,Beginner,Strength,4,0.7,1,7,6,6,5,5,8,PRG_TF_RUNNING_MECHANICS
24,179,56,17.5,Track & Field,Intermediate,Speed,4,5.9,0,7,7,10,6,7,9,PRG_TF_SPRINT_ELITE
36,173,88,29.4,General Fitness,Intermediate,Speed,5,2.6,0,5,6,6,4,9,8,PRG_FIT_BALANCED_WELLNESS
23,178,91,28.7,General Fitness,Intermediate,Speed,3,2.7,0,3,4,3,6,5,7,PRG_FIT_BALANCED_WELLNESS
30,190,70,19.4,Boxing,Advanced,Muscle_Gain,6,8.0,0,9,7,10,10,6,7,PRG_BOX_ELITE_CONDITIONING
24,175,103,33.6,Football,Intermediate,Speed,4,2.1,0,4,6,8,8,8,8,PRG_FB_SPRINT_MECHANICS
21,196,91,23.7,Basketball,Beginner,Speed,3,0.1,0,8,5,6,7,4,9,PRG_BB_ATHLETIC_BASE
23,192,84,22.8,Basketball,Intermediate,Agility,3,3.2,0,6,7,6,3,7,7,PRG_BB_CHANGE_OF_DIRECTION
32,177,72,23.0,Tennis,Intermediate,Strength,5,2.1,0,9,7,4,7,4,8,PRG_TN_COMPETITION_READINESS
23,167,78,28.0,Track & Field,Intermediate,Strength,3,3.0,0,6,8,7,5,5,8,PRG_TF_GENERAL_TRACK_CONDITIONING
25,175,67,21.9,MMA,Intermediate,Speed,6,5.2,0,7,7,6,5,5,7,PRG_MMA_GENERAL_CONDITIONING
22,170,67,23.2,Boxing,Advanced,Agility,3,5.5,0,9,9,8,6,7,6,PRG_BOX_KNOCKOUT_POWER
22,176,72,23.2,Swimming,Advanced,Endurance,5,4.9,1,9,8,10,9,9,5,PRG_SW_DISTANCE_ELITE
19,180,72,22.2,Swimming,Advanced,Weight_Loss,4,7.4,0,10,9,8,10,10,7,PRG_SW_RACE_CONDITIONING
17,187,50,14.3,Swimming,Beginner,Endurance,2,1.8,0,8,4,6,4,5,10,PRG_SW_TECHNIQUE_AND_BASE
18,180,57,17.6,Boxing,Advanced,Strength,5,8.3,0,8,9,8,5,7,5,PRG_BOX_KNOCKOUT_POWER
17,181,80,24.4,MMA,Intermediate,Speed,5,3.7,0,6,4,6,7,7,7,PRG_MMA_GENERAL_CONDITIONING
30,180,76,23.5,Tennis,Beginner,Endurance,2,2.5,0,5,1,5,5,8,8,PRG_TN_MOVEMENT_FOUNDATIONS
19,185,61,17.8,Track & Field,Beginner,Speed,2,0.9,0,8,1,7,5,4,10,PRG_TF_RUNNING_MECHANICS
26,179,72,22.5,General Fitness,Intermediate,Muscle_Gain,4,1.3,0,5,8,6,7,3,7,PRG_FIT_HYPERTROPHY_INTERMEDIATE
25,187,92,26.3,Basketball,Advanced,Weight_Loss,5,9.0,1,8,8,9,9,8,7,PRG_BB_ANKLE_KNEE_PREHAB
28,171,79,27.0,MMA,Beginner,Endurance,1,0.3,0,5,5,5,4,4,8,PRG_MMA_BEGINNER_BASE
21,180,79,24.4,Football,Intermediate,Agility,4,2.6,0,7,7,9,4,9,8,PRG_FB_EXPLOSIVE_ATHLETE
27,176,86,27.8,MMA,Beginner,Agility,3,2.3,0,4,6,6,6,7,9,PRG_MMA_BEGINNER_BASE
21,179,66,20.6,MMA,Intermediate,Endurance,5,1.9,0,5,8,7,6,5,6,PRG_MMA_SPEED_AGILITY
18,167,63,22.6,Swimming,Intermediate,Agility,4,3.3,0,5,5,5,7,10,7,PRG_SW_RACE_CONDITIONING
22,179,75,23.4,MMA,Intermediate,Weight_Loss,4,4.0,0,6,6,3,7,9,8,PRG_MMA_PEAK_PERFORMANCE
43,186,61,17.6,General Fitness,Advanced,Speed,4,4.5,1,10,8,4,6,8,6,PRG_FIT_BALANCED_WELLNESS
22,167,86,30.8,MMA,Intermediate,Strength,5,4.7,1,8,7,4,7,8,6,PRG_MMA_INJURY_PREVENTION
21,189,84,23.5,Football,Beginner,Speed,2,0.7,0,4,5,5,1,6,8,PRG_FB_ATHLETIC_DEVELOPMENT
27,173,69,23.1,MMA,Beginner,Strength,3,0.1,0,4,4,5,3,4,7,PRG_MMA_BEGINNER_BASE
17,176,64,20.7,Track & Field,Intermediate,Endurance,6,1.5,0,8,4,9,5,8,7,PRG_TF_DISTANCE_ELITE
28,184,71,21.0,Boxing,Beginner,Endurance,3,0.1,0,2,3,5,2,6,7,PRG_BOX_FOUNDATIONS
22,181,70,21.4,Track & Field,Beginner,Agility,2,3.3,1,8,3,4,5,7,9,PRG_TF_RUNNING_MECHANICS
21,178,56,17.7,Boxing,Intermediate,Strength,5,5.7,0,6,6,8,8,5,7,PRG_BOX_GENERAL_COMBAT_FITNESS
24,175,61,19.9,Track & Field,Beginner,Agility,2,1.5,0,7,1,6,3,7,7,PRG_TF_RUNNING_MECHANICS
31,185,65,19.0,Boxing,Intermediate,Endurance,5,3.2,0,6,6,7,6,5,7,PRG_BOX_GENERAL_COMBAT_FITNESS
23,172,74,25.0,Tennis,Advanced,Speed,5,9.2,0,5,7,4,7,8,9,PRG_TN_POWER_GENERATION
19,196,87,22.6,Basketball,Advanced,Agility,5,8.4,0,6,7,10,5,8,8,PRG_BB_VERTICAL_PLYOMETRICS
27,180,78,24.1,MMA,Intermediate,Agility,5,6.9,0,6,6,6,5,6,7,PRG_MMA_PEAK_PERFORMANCE
26,163,62,23.3,Boxing,Intermediate,Strength,4,5.8,0,10,5,6,5,3,9,PRG_BOX_STRENGTH_FOUNDATION
15,185,86,25.1,Basketball,Advanced,Strength,5,6.3,1,5,6,8,4,9,7,PRG_BB_ANKLE_KNEE_PREHAB
24,158,61,24.4,MMA,Advanced,Muscle_Gain,5,5.7,1,7,8,7,7,5,7,PRG_MMA_INJURY_PREVENTION
26,178,65,20.5,Football,Intermediate,Muscle_Gain,4,3.5,0,6,7,7,6,9,7,PRG_FB_EXPLOSIVE_ATHLETE
32,188,76,21.5,Tennis,Beginner,Weight_Loss,3,0.4,0,5,4,5,5,2,8,PRG_TN_MOVEMENT_FOUNDATIONS
35,171,68,23.3,Tennis,Intermediate,Agility,4,3.3,0,7,5,6,7,5,7,PRG_TN_FOOTWORK_ELITE
23,172,53,17.9,Track & Field,Intermediate,Weight_Loss,4,3.5,0,7,7,9,7,7,6,PRG_TF_GENERAL_TRACK_CONDITIONING
15,177,88,28.1,Football,Intermediate,Endurance,3,2.2,0,6,8,6,4,8,8,PRG_FB_LINEMAN_POWER
27,191,86,23.6,Football,Intermediate,Strength,4,3.3,0,4,8,8,6,10,7,PRG_FB_AEROBIC_CAPACITY
20,182,79,23.8,General Fitness,Advanced,Muscle_Gain,5,7.4,0,5,9,7,7,8,6,PRG_FIT_HYPERTROPHY_INTERMEDIATE
26,185,86,25.1,Basketball,Advanced,Agility,5,6.5,0,10,7,9,6,6,8,PRG_BB_CHANGE_OF_DIRECTION
23,170,113,39.1,Football,Intermediate,Strength,4,1.7,0,6,9,10,4,10,7,PRG_FB_LINEMAN_POWER
22,173,70,23.4,Track & Field,Intermediate,Speed,3,3.2,0,8,5,8,5,8,8,PRG_TF_SPRINT_ELITE
29,169,92,32.2,General Fitness,Beginner,Weight_Loss,3,0.1,1,1,2,4,5,5,6,PRG_FIT_FAT_LOSS_HIIT
22,194,98,26.0,Basketball,Intermediate,Strength,4,4.2,0,7,6,7,7,5,6,PRG_BB_CHANGE_OF_DIRECTION
23,195,90,23.7,Basketball,Intermediate,Strength,4,1.5,0,7,5,6,6,6,7,PRG_BB_POST_PLAYER_STRENGTH
17,180,90,27.8,Football,Intermediate,Speed,3,4.9,0,7,6,7,4,8,7,PRG_FB_SPRINT_MECHANICS
26,174,70,23.1,Boxing,Beginner,Endurance,3,0.3,0,5,5,3,2,4,9,PRG_BOX_FOUNDATIONS
25,190,75,20.8,Tennis,Intermediate,Endurance,2,3.5,0,8,5,7,5,2,8,PRG_TN_COMPETITION_READINESS
16,172,100,33.8,General Fitness,Intermediate,Weight_Loss,4,6.0,0,6,5,6,9,7,7,PRG_FIT_FAT_LOSS_HIIT
26,173,60,20.0,Track & Field,Intermediate,Endurance,4,3.2,0,4,7,8,10,8,8,PRG_TF_AEROBIC_BASE
31,171,88,30.1,General Fitness,Intermediate,Muscle_Gain,3,4.0,1,5,2,8,4,7,9,PRG_FIT_FAT_LOSS_HIIT
24,185,62,18.1,MMA,Intermediate,Speed,5,4.6,0,8,4,7,7,8,8,PRG_MMA_SPEED_AGILITY
29,182,68,20.5,MMA,Intermediate,Agility,2,3.8,0,9,5,4,5,7,8,PRG_MMA_SPEED_AGILITY
17,166,69,25.0,General Fitness,Beginner,Agility,3,1.9,0,3,2,3,4,3,10,PRG_FIT_BALANCED_WELLNESS
24,193,74,19.9,Basketball,Beginner,Endurance,3,1.6,0,7,4,3,3,4,9,PRG_BB_ATHLETIC_BASE
16,175,65,21.2,Track & Field,Beginner,Speed,3,0.2,1,5,4,6,6,6,9,PRG_TF_RUNNING_MECHANICS
23,170,52,18.0,Track & Field,Intermediate,Speed,4,2.4,0,7,6,7,8,8,8,PRG_TF_SPRINT_ELITE
25,191,105,28.8,Football,Advanced,Strength,5,8.1,1,10,10,9,5,7,8,PRG_FB_INJURY_PREVENTION
30,193,97,26.0,Football,Intermediate,Agility,4,6.3,0,6,4,6,6,7,6,PRG_FB_STRENGTH_STAMINA
27,185,84,24.5,Basketball,Intermediate,Endurance,3,2.8,0,8,6,7,7,9,8,PRG_BB_CHANGE_OF_DIRECTION
20,168,54,19.1,General Fitness,Intermediate,Muscle_Gain,3,2.9,0,4,7,4,6,7,6,PRG_FIT_HYPERTROPHY_INTERMEDIATE
16,187,73,20.9,Swimming,Advanced,Strength,3,8.9,0,8,6,8,9,10,9,PRG_SW_RACE_CONDITIONING
23,184,66,19.5,MMA,Intermediate,Weight_Loss,3,1.7,0,4,7,8,3,7,9,PRG_MMA_SPEED_AGILITY
15,187,63,18.0,Swimming,Advanced,Weight_Loss,5,5.4,0,8,7,8,10,6,9,PRG_SW_RACE_CONDITIONING
21,181,105,32.1,Football,Intermediate,Strength,5,3.3,0,6,5,7,3,8,9,PRG_FB_EXPLOSIVE_ATHLETE
18,188,97,27.4,Football,Advanced,Agility,6,8.9,0,5,10,9,7,9,7,PRG_FB_LINEMAN_POWER
30,173,64,21.4,Boxing,Beginner,Strength,3,1.5,1,5,2,5,4,5,7,PRG_BOX_FOUNDATIONS
18,169,67,23.5,Track & Field,Intermediate,Muscle_Gain,5,3.2,0,8,9,9,5,10,6,PRG_TF_THROWS_JUMPS_POWER
17,188,79,22.4,Swimming,Advanced,Weight_Loss,5,7.4,0,10,7,7,9,9,8,PRG_SW_RACE_CONDITIONING
15,172,92,31.1,Football,Advanced,Muscle_Gain,4,6.6,0,9,6,7,6,7,8,PRG_FB_EXPLOSIVE_ATHLETE
21,172,69,23.3,Boxing,Beginner,Agility,2,0.3,0,5,7,4,4,3,9,PRG_BOX_FOUNDATIONS
31,173,92,30.7,MMA,Intermediate,Endurance,3,2.9,1,9,5,5,7,4,7,PRG_MMA_INJURY_PREVENTION
22,171,71,24.3,Tennis,Beginner,Weight_Loss,2,0.1,0,3,5,6,6,4,8,PRG_TN_MOVEMENT_FOUNDATIONS
23,177,83,26.5,Football,Beginner,Agility,2,0.7,0,6,5,7,1,3,9,PRG_FB_ATHLETIC_DEVELOPMENT
21,185,96,28.0,Football,Intermediate,Endurance,5,2.4,0,4,10,5,7,5,7,PRG_FB_LINEMAN_POWER
15,174,62,20.5,Track & Field,Intermediate,Speed,3,2.4,0,8,5,8,7,7,9,PRG_TF_SPRINT_ELITE
21,200,90,22.5,Basketball,Intermediate,Endurance,4,4.7,0,5,3,8,7,9,8,PRG_BB_CHANGE_OF_DIRECTION
28,178,91,28.7,Football,Beginner,Strength,3,1.4,0,4,6,5,6,4,7,PRG_FB_ATHLETIC_DEVELOPMENT
24,186,69,19.9,Tennis,Beginner,Agility,2,0.4,0,5,4,5,6,4,8,PRG_TN_MOVEMENT_FOUNDATIONS
43,175,97,31.7,General Fitness,Intermediate,Strength,3,5.0,0,8,6,3,4,5,6,PRG_FIT_FAT_LOSS_HIIT
19,187,56,16.0,Basketball,Intermediate,Muscle_Gain,6,2.6,0,8,8,7,5,6,6,PRG_BB_CHANGE_OF_DIRECTION
20,176,59,19.0,Swimming,Intermediate,Endurance,4,3.6,0,7,4,8,5,6,8,PRG_SW_DISTANCE_ELITE
20,174,76,25.1,Track & Field,Advanced,Agility,6,6.8,1,9,7,10,7,10,7,PRG_TF_GENERAL_TRACK_CONDITIONING
21,198,83,21.2,Basketball,Intermediate,Endurance,3,3.5,0,6,3,5,2,7,8,PRG_BB_COMPLETE_ATHLETE
15,178,80,25.2,Swimming,Intermediate,Speed,4,2.1,0,8,6,7,8,5,6,PRG_SW_SPRINT_POWER
26,176,62,20.0,Boxing,Beginner,Speed,2,0.1,0,2,2,6,3,5,8,PRG_BOX_FOUNDATIONS
26,183,63,18.8,Tennis,Intermediate,Speed,4,2.7,0,4,3,5,4,5,7,PRG_TN_CORE_STABILITY
16,177,64,20.4,Swimming,Beginner,Weight_Loss,3,1.7,0,8,4,4,6,4,8,PRG_SW_TECHNIQUE_AND_BASE
34,179,77,24.0,General Fitness,Beginner,Muscle_Gain,2,1.3,1,5,2,6,2,6,9,PRG_FIT_HYPERTROPHY_BEGINNER
19,181,62,18.9,Basketball,Beginner,Speed,3,0.1,1,7,6,6,4,6,8,PRG_BB_ATHLETIC_BASE
22,174,67,22.1,Boxing,Advanced,Weight_Loss,4,7.1,1,6,7,9,7,6,6,PRG_BOX_REHAB_CONDITIONING
29,179,62,19.4,Track & Field,Intermediate,Muscle_Gain,4,1.8,0,7,5,6,7,7,6,PRG_TF_THROWS_JUMPS_POWER
22,171,67,22.9,Track & Field,Intermediate,Speed,4,2.0,1,7,5,8,7,7,6,PRG_TF_SPRINT_ELITE
37,174,79,26.1,General Fitness,Beginner,Endurance,3,2.9,1,6,6,4,1,1,8,PRG_FIT_CARDIO_ENDURANCE
25,191,66,18.1,Basketball,Intermediate,Speed,4,3.0,0,8,10,7,7,8,10,PRG_BB_CHANGE_OF_DIRECTION
36,174,66,21.8,General Fitness,Beginner,Muscle_Gain,4,0.9,0,4,1,3,1,4,6,PRG_FIT_HYPERTROPHY_BEGINNER
27,164,111,41.3,MMA,Beginner,Strength,2,0.1,1,5,5,7,5,7,9,PRG_MMA_BEGINNER_BASE
23,173,62,20.7,Boxing,Intermediate,Endurance,4,2.3,0,3,7,5,8,3,5,PRG_BOX_CARDIO_BASE
16,166,71,25.8,Tennis,Intermediate,Strength,6,4.6,0,5,8,7,4,5,8,PRG_TN_COMPETITION_READINESS
24,155,64,26.6,Track & Field,Beginner,Muscle_Gain,3,1.7,0,7,2,7,5,3,8,PRG_TF_RUNNING_MECHANICS
21,186,65,18.8,Basketball,Beginner,Weight_Loss,3,1.6,1,6,4,6,5,4,8,PRG_BB_ATHLETIC_BASE
15,180,76,23.5,Tennis,Advanced,Agility,5,8.1,0,8,7,9,7,10,7,PRG_TN_FOOTWORK_ELITE
21,186,98,28.3,Football,Advanced,Speed,5,5.5,0,5,8,7,8,8,7,PRG_FB_SPRINT_MECHANICS
21,201,75,18.6,Basketball,Intermediate,Agility,4,1.8,0,6,4,6,7,7,8,PRG_BB_CHANGE_OF_DIRECTION
22,196,89,23.2,Basketball,Beginner,Strength,3,1.1,1,4,2,3,5,3,8,PRG_BB_ATHLETIC_BASE
30,170,79,27.3,General Fitness,Intermediate,Agility,5,1.1,0,6,8,6,6,4,7,PRG_FIT_BALANCED_WELLNESS
19,177,77,24.6,Swimming,Intermediate,Endurance,3,2.5,0,8,7,6,5,4,8,PRG_SW_DISTANCE_ELITE
19,165,100,36.7,General Fitness,Beginner,Agility,3,2.7,0,1,4,5,5,5,7,PRG_FIT_FAT_LOSS_HIIT
40,174,69,22.8,General Fitness,Intermediate,Strength,4,3.9,0,3,7,6,5,6,5,PRG_FIT_POWERLIFTING
28,171,67,22.9,Tennis,Beginner,Speed,4,1.6,1,5,3,3,6,6,8,PRG_TN_MOVEMENT_FOUNDATIONS
17,191,71,19.5,Basketball,Intermediate,Agility,4,4.2,0,7,7,5,5,5,8,PRG_BB_CHANGE_OF_DIRECTION
30,174,67,22.1,Boxing,Advanced,Muscle_Gain,6,8.6,0,8,10,7,8,10,7,PRG_BOX_KNOCKOUT_POWER
31,173,78,26.1,General Fitness,Beginner,Endurance,3,1.0,0,5,6,4,5,6,7,PRG_FIT_CARDIO_ENDURANCE
23,178,61,19.3,Boxing,Intermediate,Strength,5,6.7,0,7,7,8,3,7,7,PRG_BOX_KNOCKOUT_POWER
25,195,57,15.0,Basketball,Beginner,Speed,2,0.1,0,2,6,7,2,5,10,PRG_BB_ATHLETIC_BASE
23,174,71,23.5,General Fitness,Intermediate,Weight_Loss,4,6.2,0,6,7,1,2,5,8,PRG_FIT_FAT_LOSS_HIIT
28,182,73,22.0,Football,Advanced,Endurance,5,5.8,0,5,10,8,3,9,8,PRG_FB_EXPLOSIVE_ATHLETE
19,196,87,22.6,Basketball,Intermediate,Muscle_Gain,3,3.8,1,8,9,9,6,7,9,PRG_BB_ANKLE_KNEE_PREHAB
24,180,73,22.5,Swimming,Advanced,Speed,5,7.0,0,10,4,6,8,9,7,PRG_SW_DRY_LAND_STRENGTH
